url,title,content
http://www.edaily.co.kr/news/newspath.asp?newsid=05982726645322312,현대차그룹도 쓰는 NHN두레이…금융 고객사 20곳 돌파,"[이데일리 김현아 기자] 국내 협업툴 시장에서 NHN두레이의 존재감이 빠르게 커지고 있다. 현대자동차그룹에 이어 금융권까지 고객 저변을 넓히며 금융 특화 SaaS 협업툴 1위 사업자로 입지를 굳히는 모습이다. NHN두레이는 28일 금융 사업 진출 1년간의 성과를 공개하고, 은행·보험·증권 등 금융업 전반에서 20여 곳의 금융기관을 고객사로 확보했다고 밝혔다. 국내 협업툴 가운데 금융위원회 혁신금융서비스 인가를 받은 첫 사례다. NHN두레이는 2024년 12월 혁신금융서비스 인가를 획득한 이후 우리금융그룹, DB손해보험, IBK기업은..."
http://www.ujeil.com/news/articleView.html?idxno=380460,"울산, 올해 지방세 '2조원 시대' 연다",작년 1조8천545억 거둬들여부동산 거래회복·기업실적 개선 흐름 이어질 듯 울산시가 지난해 지방세 1조8천545억원을 수입해 당초 목표액 1조545억원 대비 9.1%를 초과 달성한 것으로 나타났다. 이는 역대 최대 실적으로 울산시는 지방세 ‘2조원 시대’를 눈앞에 두게 됐다. 울산시는 올해 지방세원 발굴 등을 통해 2조원 수입 목표를 달성하겠다고 28일 밝혔다. 지난해부터 이어지고 있는 울산지역 경제상황 개선에 따른 전망이다.
http://www.impacton.net/news/articleView.html?idxno=17771,1월 5주차 국내 ESG 핫클립,"<임팩트온>은 지난주 지속가능경영, ESG 분야 뉴스 클리핑을 간단히 정리해 매주 목요일 제공합니다. Environment(환경) 국민 70% “신규 원전 필요”…신규 원전 2기 건설 계획 재가속"
http://www.ujeil.com/news/articleView.html?idxno=380401,울산 북구청장-현대차 신임 부사장 환담,박천동 북구청장이 28일 신임 인사차 북구청을 찾은 최영일 현대자동차 부사장과 환담 후 기념촬영을 하고 있다.
https://www.ulsanpress.net/news/articleView.html?idxno=568187,울산시 작년 지방세 1조8545억 징수목표 9.1% 초과 사상 최대,"울산시청사 전경. 울산시 제공 울산시가 지난해 1조 8,545억원의 지방세를 징수해 목표액보다 1,545억원(9.1%)을 초과 달성했다. 역대 최대 실적을 거두면서 지방세 '2조원 시대'를 눈앞에 뒀지만, 글로벌 경기 침체가 지속되면서 세수 감소 우려가 나오고 있다. 28일 울산시에 따르면 지난해 지방세 증가는 부동산 거래 회복과 기업 실적 개선이 긍정적인 영향을 미친 것으로 나타났다."
https://www.ulsanpress.net/news/articleView.html?idxno=568119,울산 지방세 역대 최대 실적에 거는 기대,"지난해 울산시의 지방세 징수액이 1조 8,545억원을 기록하며 목표치를 1,500억원 이상 초과 달성했다는 소식이다. 이는 역대 최대 실적으로, 명실상부한 '지방세 2조원 시대'가 가시권에 들어왔음을 의미한다. 장기화된 고금리와 불확실한 대외 여건 속에서 거둔 이 같은 성과는 울산의 경제 기초 체력이 여전히 견고함을 보여주는 지표라는 점에서 고무적이다. 세수 증대의 원동력을 들여다보면 울산 주력산업의 저력과 적극적인 행정의 결합이 돋보인다. 부동산 거래 회복에 따른 취득세 증가와 더불어, 현대자동차 등 주요 기업들의 실적 개선에 힘..."
https://www.ulsanpress.net/news/articleView.html?idxno=568149,"박천동 울산 북구청장, 최영일 현대차 부사장과 환담",박천동 북구청장이 28일 신임 인사차 북구청을 찾은 현대자동차 최영일 부사장과 환담을 나눈 후 기념촬영을 하고 있다. 울산 북구 제공 울산신문 news@ulsanpress.net
https://www.topstarnews.net/news/articleView.html?idxno=15947450,"한국 증시, 독일 추월해 세계 10위권 진입…AI·로봇 열풍 속 시총 4649조...","arrow_forward_ios더 읽어보세요 (톱스타뉴스 김시현 기자) 2026년 1월 28일 기준 대한민국 주식시장의 전체 시가총액이 3조 2500억 달러(약 4649조 1250억 원)를 기록하며 독일을 제치고 세계 10위 증시로 올라섰다. 2025년 초 이후 약 1조 7천억 달러(약 2431조 8500억 원)의 시가총액이 추가된 결과로, 한국은 이제 대만에 이어 세계에서 열 번째로 큰 자본시장을 보유하게 되었다. 특히 코스피(KOSPI) 지수는 2026년 들어서만 23% 급등하며 지난주 사상 처음으로 5000선을 돌파하는 등 가..."
https://www.news1.kr/local/daejeon-chungnam/6054523,"""지난해 충남 전기차·석유화학 등 부진…디스플레이는 호조""",
https://www.ksmnews.co.kr/news/view.php?idx=588011,휴머노이드 상용화 핵심과제 논의하는 글로벌 컨퍼런스 개최,"- 한국로봇산업진흥원, 제1회 Humanoid TechCon 개최 - - Boston Dynamics, Agility Robotics, NVIDIA 등 글로벌 선도기업 기술 공유 - - 규제, 표준·인증, 데이터, 생태계 등 상용화 단계의 핵심 실무 이슈 기술논의 -"
https://www.apnews.kr/news/articleView.html?idxno=3045307,"제네시스, 도심 세단 벗고 '야성' 입었다…'엑스 스콜피오' 최초 공개","©AP신문(AP뉴스)/이미지 제공 = 현대자동차 ▲제네시스 엑스 스콜피오 콘셉트 외장 디자인 [AP신문 = 배두열 기자] 현대자동차 제네시스 브랜드(이하 제네시스)는 아랍에미리트 룹알할리(Rub' al Khali) 사막에서 ‘제네시스 데저트 프리미어 행사(Genesis Desert Premiere)’를 개최하고, 익스트림 오프로드 콘셉트카인 ‘엑스 스콜피오 콘셉트(X Skorpio Concept)’를 세계 최초로 공개했다고 28일 밝혔다. 제네시스의 ‘엑스 스콜피오 콘셉트(X Skorpio Concept)’는 오프로드 레저를 즐기는..."
https://imnews.imbc.com/replay/2026/nwdesk/article/6796980_37004.html,역대급 매출인데 영업이익 급감‥'협박 인질' 신세 자동차산업,"역대급 매출인데 영업이익 급감‥'협박 인질' 신세 자동차산업 입력 2026-01-28 20:17 | 수정 2026-01-28 20:51 ""어서 투자하고 미국 기업 건드리지 마""‥드러난 관세 협박의 속내?"
https://www.obsnews.co.kr/news/articleView.html?idxno=1512280,"[비즈투데이] 현대차, CNN과 한국 홍보…단독 후원",현대자동차가 'CNN 인터내셔널 커머셜'과 전 세계 CNN 시청자들에게 한국 문화를 심층적으로 탐구하는 다큐멘터리 시리즈를 선보입니다. 현대차는 올해 신규 방영할 CNN 오리지널 시리즈인 '케이-에브리띵'을 단독 후원한다고 밝혔습니다. 총 4부작으로 제작되는 케이-에브리띵은 지난 2024년 연극ㆍ뮤지컬계 최고 권위의 상인 토니상 수상 후보로 지명된 배우 겸 감독 '대니얼 대 킴'이 총괄 프로듀서 및 진행자로 참여합니다.
https://www.gpkorea.com/news/articleView.html?idxno=139350,"현대차, CNN과 컨텐츠 마케팅 펼친다...'케이-에브리띵' 시리즈 후원","현대자동차가 컨텐츠 마케팅에 막대한 투자를 시작한다. 전 세계 방영되는 CNN 오리지널 시리즈에 현대차를 소개해 한국 문화 대표하는 인물과 함께 한국 문화 신드롬을 조명한다. 현대차는 'CNN 인터내셔널 커머셜(CNNIC)'과 협력해 전 세계 시청자들에게 한국 문화를 심층 조명하는 오리지널 다큐멘터리 시리즈 ‘케이-에브리띵(K-Everything)’을 단독 후원한다고 28일 밝혔다. 총 4부작으로 제작되는 이번 시리즈는 한류의 열풍과 그 근간이 되는 한국 문화의 열정과 혁신을 주제로, 한국이 세계적으로 주목받게 된 배경과 가치를 집..."
https://www.hani.co.kr/arti/politics/politics_general/1242180.html,한·미 서울서 3차 비자 회의…“B-1 비자 ‘전문 트레이너’ 신설”,한·미 서울서 3차 비자 회의…“B-1 비자 ‘전문 트레이너’ 신설” 수정 2026-01-28 19:56등록 2026-01-28 19:27 28일 서울에서 열린 한-미 상용방문 및 비자 워킹그룹 3차 협의 모습. 사진 외교부 제공
https://www.segye.com/newsView/20260128518904?OutUrl=naver,"자동차 열선 시트, 남성 생식 건강에 악영향 가능성…“가끔 사용하는 ...",열선 시트 버튼. 사진=현대자동차 제공 겨울철 사용이 많은 자동차 열선 시트 기능이 남성 생식 건강에 악영향을 줄 수 있는 것으로 전해졌다. 다만 짧은 시간 또는 몹시 추운 날만 켜는 등 사용 빈도가 적다면 큰 문제는 없다고 전문가는 조언했다.
http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20260128.99099008024,‘동남권’ 대기업 평판은…한국남동발전 현대차 삼성전기 상위권,
http://www.fnnews.com/news/202601281859092024,"현대車, CNN과 함께 한국 문화 알린다",현대자동차가 'CNN 인터내셔널 커머셜(CNNIC)'과 한국 문화를 심층적으로 탐구하는 다큐멘터리 시리즈를 선보인다. 사진은 CNN 오리지널 시리즈 '케이-에브리띵' 소개 이미지. 현대차 제공 현대자동차가 'CNN 인터내셔널 커머셜(CNNIC)'과 한국 문화를 심층적으로 탐구하는 다큐멘터리 시리즈를 선보인다. 현대차는 CNNIC과 수년간 이어온 파트너십을 바탕으로 올해 신규 방영할 CNN 오리지널 시리즈인 '케이-에브리띵(K-Everything)'을 단독 후원한다고 28일 밝혔다.
http://www.hansbiz.co.kr/news/articleView.html?idxno=812753,"현대차, CNN과 K-컬처 집중 조명",브랜드 협업 첫 사례…음악·영화·음식·뷰티 다큐 4부작 CNN 오리지널 시리즈 '케이-에브리띵' 소개 이미지./현대자동차 | 한스경제=곽호준 기자 | 현대자동차가 CNN 인터내셔널 커머셜(CNNIC)과 함께 한국 문화를 심층 조명하는 CNN 오리지널 다큐멘터리 시리즈 '케이-에브리띵'을 단독 후원한다고 28일 밝혔다.
https://www.consumuch.com/news/articleView.html?idxno=77167,"현대차, CNN과 한국 문화 저력 알린다",현대자동차가 'CNN 인터내셔널 커머셜(이하 CNNIC)'과 전 세계 CNN 시청자들에게 한국 문화를 심층적으로 탐구하는 다큐멘터리 시리즈를 선보인다. CNN 오리지널 시리즈 '케이-에브리띵(K-Everything)' 소개 이미지 (출처=현대자동차) 현대차는 CNNIC과 수년간 이어온 파트너십을 바탕으로 올해 신규 방영할 CNN 오리지널 시리즈인 '케이-에브리띵(K-Everything)'을 단독 후원한다.
http://www.jjn.co.kr/news/articleView.html?idxno=1030881,"피지컬 AI 전도사 정동영, AI산업 정부대응 적시 이끌어",시즌2 AI 조찬포럼 마무리 국내기술 다크팩토리 구축 해외수출 방안 고민해봐야
https://www.iusm.co.kr/news/articleView.html?idxno=1059204,"울산, '지방세 2조 시대' 목전…지난해 1조 8545억 '역대 최대'","울산시가 지난해 지방세 역대 최대 실적인 1조8,545억원을 거둬 ‘지방세 2조원 시대’를 목전에 뒀다. 28일 시에 따르면 지난해 지방세 1조8,545억원를 징수해 목표액을 1,545억원(9.1%) 초과 달성했다. 이는 부동산 거래 회복과 기업 실적 개선에 따른 것이라고 시는 분석했다."
https://www.pointdaily.co.kr/news/articleView.html?idxno=290619,"역풍 뚫은 현대차, 지난해 413만 8000 대 팔았다",고부가 차량 중심 판매 믹스 개선 내수 시장 견인한 아반떼와 RV 제네시스·친환경차 라인업 강화
http://www.4th.kr/news/articleView.html?idxno=2106099,"""한국 문화 저력 알린다""…현대차, CNN '케이-에브리띵' 단독 후원","CNN 오리지널 시리즈 '케이-에브리띵(K-Everything)' 소개 이미지./사진=현대차 [포쓰저널=김지훈 기자] 현대자동차는 CNN 인터내셔널 커머셜(CNNIC)과 파트너십을 바탕으로 CNN 오리지널 시리즈 '케이-에브리띵'을 단독 후원한다고 28일 밝혔다. 케이-에브리띵은 전 세계 대중문화를 선도하고 있는 한국 문화가 가진 창의성과 저력을 진정성 있게 조명하는 다큐멘터리 콘텐츠로, 열정ᆞ혁신 등 한국 문화가 전 세계적 신드롬을 일으킬 수 있었던 근원적 원동력과 위상을 소개할 예정이다."
http://www.finomy.com/news/articleView.html?idxno=248632,"자율주행차 관련주, '룰루랄라 콧노래' KG모빌리티·MDS테크·캠시스... ...","자율주행차 관련주, '룰루랄라 콧노래' KG모빌리티·MDS테크·캠시스... '한숨' 삼보모터스·슈어소프트테크"
https://www.seoul.co.kr/news/economy/industry/2026/01/28/20260128500247?wlog_tag3=naver,매출 61조·영업익 3조…현대모비스 최대 실적,매출 61조·영업익 3조…현대모비스 최대 실적 입력 2026-01-28 18:23 수정 2026-01-28 18:23
https://www.sedaily.com/article/20001975?ref=naver,“이래서 ‘대감집’ 가라는 거구나” 다니기 좋은 대기업 1위는 ‘기아...,
https://www.ekn.kr/web/view.php?key=20260128028283314,"[이달의 인물] 정의선 회장, 현대차그룹 ‘체질 혁신’ 진두지휘",에너지경제신문은 올해 1월부터 고정 기획기사 '이달의 인물'을 신설합니다. 국내외 경제·정치·사회 등 다양한 분야에서 눈에 띄는 활동과 성과로 굵직한 족적을 남기고 있는 인물 한 명을 선정해 최근 활약상을 중심으로 집중 소개합니다. <편집자주> ▲정의선 현대차그룹 회장(왼쪽 첫 번째)이 6일(현지시각) 미국 네바다주 라스베이거스에서 열린 'CES 2026' 퀄컴 부스를 찾아 기술에 대한 설명을 듣고 있다. 정의선 현대자동차그룹 회장은 2026년 새해 벽두부터 전세계를 누비며 동분서하고 있다.
https://www.imaeil.com/page/view/2026012817511817171,"안철수 ""경기지사 출마 안해, 유승민·김문수가 적합"" [금요비대위]","""이재명 대통령 설탕세 반대…도입하면 물가 계속 오를 것"" ""李정부, 대미 관세 협상 제일 못한 나라 중에 하나"" ""25% 관세 조치, 국회서 빨리 처리 안 하니까 미국이 극단 조치한 것"""
https://www.yeongnam.com/web/view.php?key=20260128021233309,‘오천피·천스닥 시대’ 웃는 종목은 따로 있다…에코프로 그룹사 일제...,"KRX반도체 지수 34.90% 상승·정보기술·증권도 20%대 상승장 소외된 경기소비재·필수소비재는 한 자릿수 상승률 코스피가 개인투자자들의 순매수에 힘입어 사상 처음으로 5,100 고지에 올라선 채 장을 마감한 28일 서울 중구 우리은행 딜링룸에서 관계자들이 업무를 보고 있다. 이날 코스피는 전장보다 85.96포인트(1.69%) 오른 5,170.81로 거래를 종료했다. 코스닥도 50.93포인트(4.70%) 오른 1,133.52로 거래를 마무리했다. 원/달러 환율은 23.7원 내린 1,422.5원이다. 연합뉴스"
https://www.goodmorningcc.com/news/articleView.html?idxno=439856,"[기고] 휴머노이드가 일하는 공장, 이제 정치가 답할 때다",
http://www.finomy.com/news/articleView.html?idxno=248630,"2차전지·소재·부품 관련주, '봄날의 햇살' 에코프로·성우·후성·쎄노...","2차전지·소재·부품 관련주, '봄날의 햇살' 에코프로·성우·후성·쎄노텍... '먹구름' 나노팀"
http://www.finomy.com/news/articleView.html?idxno=248629,"PCB·FPCB 관련주, '봄바람 살랑살랑' 시노펙스·대덕전자·이수페타시스...","PCB·FPCB 관련주, '봄바람 살랑살랑' 시노펙스·대덕전자·이수페타시스·이브이첨단소재"
https://www.sedaily.com/article/20001969?ref=naver,[시론] AI·로봇 시대의 일자리,
https://www.hankyung.com/article/2026012889611,제1회 휴머노이드 테크콘 개최,한국로봇산업진흥원(원장 직무대행 류지호)은 다음달 6일 서울 웨스틴서울파르나스에서 휴머노이드 상용화 기술과 과제를 논의하는 ‘제1회 휴머노이드 테크콘을 개최한다. 기조 강연은 현대자동차그룹 보스턴다이내믹스의 페데리코 비센티니 품질총괄이 발표한다.
http://www.jeollailbo.com/news/articleView.html?idxno=790907,"정부 '피지컬 AI 2조 투자'… 전북, 다크팩토리 전진기지 될 기회","정부가 피지컬 AI에 2조원을 투입해 ‘다크팩토리(완전 무인 공장)’ 구축에 나서겠다고 밝히면서, 전북이 추진 중인 피지컬 AI 실증단지와 제조산업 전환 전략에 힘이 실리고 있다. 국회 과학기술정보방송통신위원회 소속 정동영 의원(더불어민주당 전주시병)과 최형두 의원이 공동 주최하고 정보통신산업진흥원(NIPA)이 주관한 ‘AI G3 강국 신기술 전략 조찬포럼(시즌2)’이 28일 국회에서 열렸다. 이날 포럼에서는 에이전틱 AI와 피지컬 AI를 결합한 차세대 제조 혁신 모델이 핵심 의제로 다뤄졌다. 발표에 앞서 정동영 의원은 “피지컬 A..."
http://www.namdonews.com/news/articleView.html?idxno=846911,"삼성·현대, 제쳤다…기아 '일하기 좋은 기업' 1위",국내 500대 기업 평판 플랫폼 분석 조직문화 평점 3.85점 최상위 차지 업종별 공기업·지주·에너지 상위
https://www.newsway.co.kr/news/view?ud=2026012815452090541,"포티투닷 채용 러시, 양산 자율주행 겨냥","포티투닷 채용 러시, 양산 자율주행 겨냥 등록 2026.01.28 18:05 박민우 체제 출범 후 실행 단계 돌입"
https://www.hankyung.com/article/2026012888221,"현대차, CNN 다큐 'K-에브리싱' 단독 후원","현대자동차는 올해 상반기 방영 예정인 CNN 오리지널 시리즈 ‘K-에브리싱’(K-Everything·사진)을 단독 후원한다고 28일 밝혔다. K-에브리싱은 글로벌 대중문화를 선도하고 있는 한국 문화의 창의성과 저력을 심층 조명하는 다큐멘터리 콘텐츠로, K팝 등 한국 문화가 세계적 신드롬을 일으킨 열정·혁신 등의 근원적 원동력과 위상을 소개한다. ADVERTISEMENT"
https://www.newsworks.co.kr/news/articleView.html?idxno=828966,트럼프 車관세 재압박 아직도 '미스터리'…진정한 노림수는 무엇?,"입력 2026.01.28 18:00 양국 합의 국회 비준 필요 없는 MOU…뒤늦게 의도 파악 나선 韓 정부 쿠팡 규제·캐나다 잠수함 견제, 알래스카 LNG 투자 유도 등 해석 분분"
https://www.hankookilbo.com/news/article/A2026012817390005060?did=NA,현대차 '아틀라스'는 인간을 대체할 수 있을까? [영상],
https://www.kbmaeil.com/article/20260128500040,"최근 현대자동차 노조가 생산라인에 로봇 도입을 강하게 반대한다는 소식은 전환기의 긴장감을 상징적으로 보여준다. 한편에서는 효율과 경쟁력을 이유로 자동화를 밀어붙이고, 다른 한편에서는 일자리를 잃을 수 있다는 두려움이 커지고 있다. 산업혁명의 역사에서 늘 반복되었던 장면이 또 한 번 펼쳐진다....","스페이스엑스(SpaceX)와 테슬라(Tesla)의 창업자 일론머스크(Elon Musk)는 인류가 머지않아 ‘보편적 고소득 시대’에 들어설 것이라 전망했다. 최소한의 생활비를 국가가 보장하는 보편적 기본소득을 넘어, 대다수 사람들이 풍요로운 삶을 누릴 수 있는 경제 구조가 가능해진다는 이야기다. 논리는 단순하다. 인공지능과 로봇이 인간의 노동을 대체하면서 생산성이 폭발적으로 상승하고, 그 결과 재화와 서비스가 넘쳐나는 사회가 도래한다는 것이다. 희소성에 기초한 화폐경제는 약화되고, 돈의 가치 또한 지금과는 전혀 다른 모습으로 변할 수..."
https://www.meconomynews.com/news/articleView.html?idxno=126874,"[시경Today-자동차] 현대차, CNN과 'K-Everything' 단독 후원... 글로벌 문...","현대차-테이트, 2026년 현대 커미션 작가로 타렉 아투이 선정 GMC, 허머 EV 등 3종 출격... 프리미엄 전략 본격화 마세라티, GT2 스트라달레 국내 출시... 네튜노 엔진 탑재"
https://www.ibabynews.com/news/articleView.html?idxno=147638,"세이브더칠드런, 현대자동차와 인도네시아 자카르타서 '아동 주도 순환...",지난 27일 자카르타에서 열린 'Performance Sharing Ceremony Hyundai Motor Circular Economy Project' 행사에 참여한 관계자들이 사진 촬영을 하고 있다. ⓒ세이브더칠드런 국제아동권리 NGO 세이브더칠드런은 현대자동차와 함께 인도네시아 자카르타에서 추진해 온 ‘순환경제(Circular Economy)’ 사업이 3년간 총 29.4톤의 플라스틱 폐기물을 수거하며 의미 있는 환경·사회적 성과를 거두고 공식 마무리됐다고 28일 밝혔다. 이번 사업은 현대자동차의 글로벌 CSV(공유가치창출) ...
https://www.pressian.com/pages/articles/2026012817240612657?utm_source=naver&utm_medium=search,"울산시, 지방세 징수 1조8545억원 달성",울산시가 지난해 1조8545억원의 지방세를 징수하며 지방세 '2조원 시대'를 눈앞에 두게 됐다. 28일 울산시에 따르면 지난해 울산시가 거둔 지방세는 1조8545억원으로 전년 대비 549억원 증가했다. 목표액이던 1조7000억원보다는 1545억원을 더 거둬들였다. 지방세 증가는 부동산 거래 회복과 기업 실적 개선이 이끌었다. 먼저 주택 매매가격 회복 및 거래량 증가에 따라 취득세가 목표액 대비 457억원 증가해 4109억원을 기록했다.
https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601130331360,"롯데정밀화학 유록스, 이베코그룹코리아에 순정 요소수 공급",[메가경제=박제성 기자] 롯데정밀화학은 자사의 유록스를 이베코그룹코리아에 순정 요소수로 독점 공급한다고 28일 밝혔다. 이에 따라 유록스는 이베코가 한국에 판매하는 전 트럭에 순정 요소수로 사용된다. ▲ 롯데정밀화학 울산공장의 유록스 생산 설비[사진=롯데정밀화학]
http://www.00news.co.kr/news/articleView.html?idxno=101498,['클릭' 증시] 삼성전자·SK하이닉스 파죽지세..코스피 5100선 돌파,"코스닥 바이오·2차전지 기업들 혁신 성과에 지수 상승 약 달러 전략 지지하는 트럼프 “제자리를 찾아가고 있다” 코스피 5170.81, 코스닥 1133.52..원·달러 환율 1422.5원"
https://www.thepublic.kr/news/articleView.html?idxno=292395,"현대자동차, CNN 다큐멘터리 'K-에브리띵' 후원…韓 신드롬 조명","[더퍼블릭=조두희 기자]현대자동차는 ‘CNN 인터내셔널 커머셜(CNNIC)’과 수년간 이어온 파트너십을 바탕으로 올해 신규 방영할 CNN 오리지널 시리즈인 ‘케이-에브리띵(K-Everything)’을 단독 후원한다고 밝혔다. 케이-에브리띵은 전 세계 대중문화를 선도하고 있는 한국 문화가 가진 창의성과 저력을 진정성 있게 조명하는 다큐멘터리 콘텐츠로, 열정·혁신 등 한국 문화가 전 세계적 신드롬을 일으킬 수 있었던 근원적 원동력과 위상을 소개할 예정이다. 총 4부작으로 제작되는 케이-에브리띵은 지난 2024년 연극·뮤지컬계 최고 권위..."
